id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
281;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Justin Johnson;masculino;Boleto
282;Rio de Jameiro;Pedro Souza;Smartwatch;Larry Massey;masculino;Boleto
283;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Sheri Brock;feminino;cartão de Credito
284;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Patrick Bostwick;masculino;Dinheiro
285;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Aura Metcalfe;feminino;cartão de Credito
286;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Donald Scarborough;masculino;Dinheiro
287;Belo Horizonte;Fernanda Costa;Smartwatch;Donald Cullinane;masculino;Dinheiro
288;São Paulo;Lucas Pereira;Tablet Apple Ipad;Dewey Hileman;masculino;cartão de Credito
289;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Louis Maxwell;masculino;PIX
290;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Toi Bouton;feminino;Boleto
291;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Roberta Carrigan;feminino;Boleto
292;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Catherine Bowman;feminino;PIX
293;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Jessica Mccabe;feminino;PIX
294;Rio de Jameiro;Juliana Almeida;Smartwatch;Maria Bolding;feminino;Boleto
295;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Reginald Slenker;masculino;Boleto
296;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Kay Lindley;feminino;cartão de Credito
297;São Paulo;Ana Oliveira;Smartwatch;Christopher Smith;masculino;Boleto
298;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Francis Stewart;masculino;PIX
299;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Thomas Richardson;masculino;PIX
300;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Janet Branham;feminino;Boleto
301;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Marc Weaver;masculino;PIX
302;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Robert Fender;masculino;cartão de Credito
303;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Sharita Pond;feminino;PIX
304;Belo Horizonte;Fernanda Costa;Smartwatch;Scott Jones;masculino;PIX
305;Florianopolis;Gabriela Santos;Tablet Apple Ipad;John Kimmerle;masculino;Boleto
306;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Marie Walters;feminino;Dinheiro
307;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;John Gillespie;masculino;Boleto
308;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Pura Gardner;feminino;Dinheiro
309;Porto Alegre;Roberto Ferreira;Smartwatch;Linda Bruns;feminino;cartão de Credito
310;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Jimmy Terman;feminino;Dinheiro
311;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;August Gates;masculino;Dinheiro
312;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Tyler Benack;masculino;Dinheiro
313;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Andre Warren;masculino;PIX
314;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Arlena Wasinger;feminino;Dinheiro
315;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Manuel Obrien;masculino;PIX
316;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Jennifer Kirk;feminino;cartão de Credito
317;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Catherine Avery;feminino;Boleto
318;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Ralph Cook;masculino;PIX
319;Rio de Jameiro;Juliana Almeida;Smartwatch;Ellen Crandall;feminino;cartão de Credito
320;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Ricardo Dockery;masculino;cartão de Credito
321;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Robert Marquez;masculino;cartão de Credito
322;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Lino Mclaughlin;masculino;cartão de Credito
323;Florianopolis;Tiago Lima;Smartwatch;John Fishback;masculino;Boleto
324;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Shirley Chitty;feminino;Dinheiro
325;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Ruben Santana;masculino;PIX
326;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Virginia Sorrels;feminino;PIX
327;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Rita Arwood;feminino;Dinheiro
328;Florianopolis;Gabriela Santos;Smartwatch;Michael Macdonald;masculino;PIX
329;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Robert Nunez;masculino;Dinheiro
330;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;William Bennett;masculino;Boleto
331;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Virginia Dehart;feminino;Dinheiro
332;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Joseph Varela;masculino;cartão de Credito
333;Rio de Jameiro;Juliana Almeida;Smartwatch;Connie Causey;feminino;Dinheiro
334;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Marcy Allen;feminino;Boleto
335;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Bradley Cole;masculino;cartão de Credito
336;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Stella Smith;feminino;cartão de Credito
337;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Jane Parkins;feminino;Boleto
338;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Jerry Travelstead;masculino;Boleto
339;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;George Beasley;masculino;PIX
340;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Denise Felton;feminino;Dinheiro
341;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Margaret Apodaca;feminino;Boleto
342;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Ed Kohn;masculino;Dinheiro
343;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Alan Thomas;masculino;cartão de Credito
344;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Malcolm Garcia;masculino;Dinheiro
345;São Paulo;Ana Oliveira;Tablet Apple Ipad;Nathan Baugus;masculino;PIX
346;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Carolyn Sizemore;feminino;cartão de Credito
347;São Paulo;Ana Oliveira;Smartwatch;Thomas Delisle;masculino;Dinheiro
348;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Ruthie Bradley;feminino;cartão de Credito
349;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Ethel Whitaker;feminino;Dinheiro
350;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Timothy Statum;masculino;PIX
351;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Joe Stephens;masculino;Dinheiro
352;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Casey Dowd;masculino;cartão de Credito
353;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Cory Kirschenbaum;masculino;Dinheiro
354;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Deborah Harris;feminino;cartão de Credito
355;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Sonia Rodriguez;feminino;cartão de Credito
356;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;April Fleming;feminino;cartão de Credito
357;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Matthew Espinosa;masculino;Dinheiro
358;São Paulo;Lucas Pereira;Smartwatch;Danelle Murray;feminino;Boleto
359;Porto Alegre;Mariana Gomes;Smartwatch;Debra Jarvis;feminino;Dinheiro
360;São Paulo;Lucas Pereira;Tablet Apple Ipad;Betty Scott;feminino;cartão de Credito
361;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Elenor Burt;feminino;Dinheiro
362;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Marianne Wood;feminino;cartão de Credito
363;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Lynn Holloway;feminino;Dinheiro
364;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Amanda Avenoso;feminino;Dinheiro
365;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Louise Landry;feminino;PIX
366;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Sarah King;feminino;cartão de Credito
367;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Beatrice Alo;feminino;Boleto
368;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Marcelene Timmons;feminino;cartão de Credito
369;São Paulo;Lucas Pereira;Smartwatch;Frank Ammon;masculino;Dinheiro
370;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Evan Chambliss;masculino;Boleto
371;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Luke Bright;masculino;Dinheiro
372;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Paul Nguy;masculino;Boleto
373;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Antonio Westbrook;masculino;Boleto
374;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Dominic Tith;masculino;Boleto
375;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Ollie Denis;feminino;Dinheiro
376;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Michael Heatherington;masculino;Dinheiro
377;Florianopolis;Tiago Lima;Tablet Apple Ipad;George Jones;masculino;Dinheiro
378;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Lucio Wilson;masculino;Dinheiro
379;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Jerry Jolly;masculino;Dinheiro
380;São Paulo;Ana Oliveira;Smartwatch;Chester Brookhart;masculino;cartão de Credito
381;Florianopolis;Tiago Lima;Smartwatch;Judith Weber;feminino;PIX
382;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Vida Garland;feminino;Boleto
383;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Suzanne Shafer;feminino;cartão de Credito
384;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Kathleen Cabrera;feminino;Dinheiro
385;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Carolyn Craig;feminino;Dinheiro
386;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Edith Poe;feminino;Dinheiro
387;Florianopolis;Tiago Lima;Tablet Apple Ipad;Angela Canady;feminino;cartão de Credito
388;Belo Horizonte;Fernanda Costa;Smartwatch;Yvonne Hull;feminino;PIX
389;Belo Horizonte;Fernanda Costa;Smartwatch;Lena Mantini;feminino;cartão de Credito
390;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Jesse Franz;masculino;PIX
391;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Dennis Greer;masculino;PIX
392;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;John Lopez;masculino;cartão de Credito
393;Florianopolis;Tiago Lima;Tablet Apple Ipad;Peter Moreno;masculino;Dinheiro
394;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Patricia Wortman;feminino;Boleto
395;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Edith Smith;feminino;PIX
396;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Lorrie Pemberton;feminino;PIX
397;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Juanita Harris;feminino;Dinheiro
398;Belo Horizonte;Carlos Silva;Smartwatch;Janet Barnes;feminino;cartão de Credito
399;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Thomas Webb;masculino;Dinheiro
400;Belo Horizonte;Fernanda Costa;Smartwatch;George Sosa;masculino;PIX
401;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Judy Davila;feminino;Dinheiro
402;São Paulo;Lucas Pereira;Smartwatch;Hyun Courtney;feminino;Dinheiro
403;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;August Marrero;masculino;cartão de Credito
404;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Catherine Kennedy;feminino;Boleto
405;Porto Alegre;Roberto Ferreira;Smartwatch;Cathrine Wright;feminino;PIX
406;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Elizabeth Dodd;feminino;cartão de Credito
407;Florianopolis;Gabriela Santos;Smartwatch;Jessica Himes;feminino;cartão de Credito
408;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Karen Baskett;feminino;cartão de Credito
409;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Tim Ahern;masculino;cartão de Credito
410;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Monica Moore;feminino;cartão de Credito
411;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Suzanne Bell;feminino;PIX
412;Florianopolis;Tiago Lima;Smartwatch;Lonna Garcia;feminino;Boleto
413;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Robert Santiago;masculino;Dinheiro
414;São Paulo;Ana Oliveira;Tablet Apple Ipad;Carmen Johnson;feminino;PIX
415;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Brittany Smith;feminino;Boleto
416;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Rhoda Shay;feminino;PIX
417;Florianopolis;Gabriela Santos;Smartwatch;Diana Stephens;feminino;Boleto
418;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Jeremy Iler;masculino;cartão de Credito
419;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Jean Therrien;feminino;cartão de Credito
420;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Brenda Daniels;feminino;Dinheiro
421;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Clinton Green;masculino;cartão de Credito
422;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Shirley Bickerstaff;feminino;Boleto
423;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Sarita Austin;feminino;PIX
424;Porto Alegre;Mariana Gomes;Smartwatch;Alexandra Dehn;feminino;PIX
425;Rio de Jameiro;Juliana Almeida;Smartwatch;Kevin Dawson;masculino;cartão de Credito
426;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Mavis White;feminino;cartão de Credito
427;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Sharri Gonzalez;feminino;cartão de Credito
428;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Rosina Lindner;feminino;Boleto
429;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Marlin Garlock;masculino;PIX
430;Belo Horizonte;Fernanda Costa;Smartwatch;David Grant;masculino;cartão de Credito
431;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Yolanda Mcbride;feminino;Boleto
432;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;John Arata;masculino;Dinheiro
433;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Nathan Barnes;masculino;PIX
434;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Juan Green;masculino;Dinheiro
435;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Michael Higgins;masculino;Dinheiro
436;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Juliana Mccrudden;feminino;cartão de Credito
437;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Andrew Crockett;masculino;Boleto
438;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Kenneth Hamlett;masculino;cartão de Credito
439;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Robert Tullis;masculino;Boleto
440;São Paulo;Lucas Pereira;Smartwatch;Louis Beamon;masculino;cartão de Credito
441;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Jeffrey Hobson;masculino;PIX
442;Porto Alegre;Roberto Ferreira;Smartwatch;Edward Byington;masculino;Boleto
443;São Paulo;Ana Oliveira;Smartwatch;Wesley Vadenais;masculino;cartão de Credito
444;São Paulo;Ana Oliveira;Smartwatch;Matthew Nelson;masculino;PIX
445;São Paulo;Lucas Pereira;Smartwatch;Carlos Poole;masculino;cartão de Credito
446;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Dorothy Hyler;feminino;Boleto
447;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Bertha Kleeb;feminino;Boleto
448;Florianopolis;Gabriela Santos;Smartwatch;Lee Maffei;masculino;Boleto
449;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Annie Buran;feminino;Boleto
450;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Harry Villegas;masculino;cartão de Credito
451;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;John Strait;masculino;cartão de Credito
452;São Paulo;Ana Oliveira;Tablet Apple Ipad;Courtney Tait;feminino;cartão de Credito
453;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Stephanie Martin;feminino;PIX
454;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Mary Dudley;feminino;Dinheiro
455;Rio de Jameiro;Pedro Souza;Smartwatch;Jonathan Kennedy;masculino;PIX
456;São Paulo;Lucas Pereira;Smartwatch;Mario Mcclain;masculino;PIX
457;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Ruben Ledbetter;masculino;cartão de Credito
458;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Randolph Lowden;masculino;cartão de Credito
459;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Bernard Love;masculino;cartão de Credito
460;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Randy Schleider;masculino;Boleto
461;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Marcy Pemberton;feminino;PIX
462;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Dorothy Eldridge;feminino;Boleto
463;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Leticia Grey;feminino;Dinheiro
464;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Dwayne Chung;masculino;Boleto
465;São Paulo;Lucas Pereira;Tablet Apple Ipad;Alice Allen;feminino;PIX
466;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;William Mckelvey;masculino;PIX
467;São Paulo;Ana Oliveira;Smartwatch;Edward Read;masculino;Dinheiro
468;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;John French;masculino;Boleto
469;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Valerie Hughes;feminino;Dinheiro
470;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Cynthia Sanpedro;feminino;Boleto
471;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Kelvin Donelson;masculino;Boleto
472;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Hugh Hubbell;masculino;PIX
473;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Kirsten Lugo;feminino;PIX
474;Rio de Jameiro;Juliana Almeida;Smartwatch;Robert Himmons;masculino;PIX
475;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Mary Nelson;feminino;PIX
476;Rio de Jameiro;Juliana Almeida;Smartwatch;Fannie Smith;feminino;Boleto
477;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Catherin Flores;feminino;Dinheiro
478;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Alicia Whitman;feminino;Dinheiro
479;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Evelyn Lattimer;feminino;Boleto
480;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Cathy Naranjo;feminino;Boleto
481;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;David Smith;masculino;Boleto
482;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Jennifer Brown;feminino;Boleto
483;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Frances Wiswell;feminino;Dinheiro
484;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Justin Park;masculino;Boleto
485;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Javier Alvarado;masculino;Dinheiro
486;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Suzanna Anderson;feminino;cartão de Credito
487;São Paulo;Lucas Pereira;Tablet Apple Ipad;Christine Munro;feminino;Dinheiro
488;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Marion Greiner;feminino;Dinheiro
489;Florianopolis;Tiago Lima;Tablet Apple Ipad;Bernice Rogers;feminino;PIX
490;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Bobby Zahri;feminino;PIX
491;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Sam Melton;masculino;cartão de Credito
492;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Charlene Larson;feminino;cartão de Credito
493;Porto Alegre;Mariana Gomes;Smartwatch;Anthony Mercer;masculino;Dinheiro
494;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Shannon Randall;feminino;cartão de Credito
495;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Ryan Mitchell;masculino;PIX
496;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Joseph Armstrong;masculino;Boleto
497;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mary Myers;feminino;Boleto
498;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Janet Gamble;feminino;Boleto
499;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Ginger Bruce;feminino;Boleto
500;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Joshua Beckett;masculino;PIX
501;São Paulo;Ana Oliveira;Smartwatch;David Mccaleb;masculino;Boleto
502;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Joseph Ohara;masculino;cartão de Credito
503;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Steven Robertson;masculino;cartão de Credito
504;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Sean Markus;masculino;cartão de Credito
505;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dale Luther;masculino;PIX
506;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Cynthia Mckinney;feminino;Boleto
507;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Gary Atkins;masculino;PIX
508;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Janis Pollard;feminino;Dinheiro
509;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Monica Trujillo;feminino;Dinheiro
510;Porto Alegre;Mariana Gomes;Smartwatch;Janice Allen;feminino;Boleto
511;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Cyndy Somerville;feminino;Dinheiro
512;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Dylan Edwards;masculino;Dinheiro
513;Florianopolis;Gabriela Santos;Smartwatch;Kellye Dailey;feminino;PIX
514;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Tamra Morin;feminino;Dinheiro
515;São Paulo;Ana Oliveira;Smartwatch;Scott Heckman;masculino;cartão de Credito
516;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Francisco Williams;masculino;Boleto
517;São Paulo;Ana Oliveira;Smartwatch;Louise Bisarra;feminino;cartão de Credito
518;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Kellie Lang;feminino;Dinheiro
519;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Viola Hernandez;feminino;Boleto
520;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Mark Sutherland;masculino;Dinheiro
521;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Antonio Snider;masculino;Boleto
522;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;David Prince;masculino;Dinheiro
523;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Omar Hemp;masculino;PIX
524;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Gregory Villa;masculino;Boleto
525;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Kirk Cox;masculino;PIX
526;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Leon Mclaughlin;masculino;cartão de Credito
527;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Charles Mayer;masculino;Boleto
528;Florianopolis;Gabriela Santos;Smartwatch;James Pinder;masculino;cartão de Credito
529;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Julie Bell;feminino;Dinheiro
530;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Alice Schlichter;feminino;Boleto
531;São Paulo;Lucas Pereira;Tablet Apple Ipad;Josephine Flanagan;feminino;Boleto
532;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Patrick Eatmon;masculino;cartão de Credito
533;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;David Lee;masculino;PIX
534;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Samuel Gillman;masculino;Boleto
535;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Chris Parker;feminino;Dinheiro
536;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Johnathan Lott;masculino;Dinheiro
537;São Paulo;Ana Oliveira;Smartwatch;Bradley Walker;masculino;PIX
538;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Della Desler;feminino;Boleto
539;São Paulo;Lucas Pereira;Tablet Apple Ipad;Otis Wong;masculino;PIX
540;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Peter Rodriguez;masculino;cartão de Credito
541;São Paulo;Ana Oliveira;Tablet Apple Ipad;Larry Weaver;masculino;cartão de Credito
542;Florianopolis;Tiago Lima;Smartwatch;Billy Belcher;feminino;Dinheiro
543;São Paulo;Lucas Pereira;Smartwatch;Gregory Griffin;masculino;Dinheiro
544;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;James Broadbent;masculino;cartão de Credito
545;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Jeannie Lamar;feminino;Dinheiro
546;São Paulo;Lucas Pereira;Smartwatch;George Puleo;masculino;PIX
547;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Elva Lacosse;feminino;Boleto
548;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Joel Manera;masculino;PIX
549;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;David Mckelvey;masculino;Dinheiro
550;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Bruce Young;masculino;PIX
551;Porto Alegre;Roberto Ferreira;Smartwatch;Fred Roman;masculino;Dinheiro
552;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Jacob Hupp;masculino;Dinheiro
553;São Paulo;Lucas Pereira;Smartwatch;Eddie Vandervort;masculino;cartão de Credito
554;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jose Ballard;masculino;Dinheiro
555;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Rose Sanchez;feminino;PIX
556;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Dwayne Moore;masculino;Dinheiro
557;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Paul Norris;masculino;Dinheiro
558;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Lisa Kerns;feminino;cartão de Credito
559;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Leda Rondon;feminino;Boleto
560;São Paulo;Lucas Pereira;Smartwatch;Bruce Crabtree;masculino;Boleto
561;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Laurie Sherrer;feminino;PIX
